iou,mse,ssim
0.8378672470076169,0.003280188189819455,0.9561064160380187
0.8736208625877633,0.0029428533744066954,0.9647340554292002
0.9812409812409812,0.00039826668216846883,0.9875836707504502
0.9804758999389872,0.0009566978551447392,0.9838997333774234
0.9369708372530574,0.001773072755895555,0.9819665891000717
0.9092805005213764,0.003977526910603046,0.9718071213667884
0.8339350180505415,0.002103191101923585,0.9658232755633888
0.7653631284916201,0.0027486698236316442,0.9669899181037601
0.9666666666666667,0.0006211032159626484,0.9893646048381206
0.9356477561388654,0.001829455140978098,0.9782538461866341
0.9837467921300257,0.0011268015950918198,0.9856944534253973
0.8515007898894155,0.0021994055714458227,0.9716738767228943
0.9334027055150884,0.0015156116569414735,0.9867319721422453
0.9781059063136456,0.0010605842107906938,0.9895602000332459
0.9191176470588235,0.0022433779668062925,0.9703734018229799
0.940959409594096,0.0010906221577897668,0.989878205655488
0.9150943396226415,0.0020441934466362,0.983685039136366
0.8785714285714286,0.002025833586230874,0.9778095892619553
0.9827586206896551,0.00038389620021916926,0.9879983788156808
0.9125395152792413,0.0019496985478326678,0.9733999483580796
0.8204527712724434,0.005140102468430996,0.948473724094017
0.9397719173200285,0.004314240533858538,0.9547229465667062
0.9872832369942196,0.0005485976580530405,0.9879102879233947
0.9464566929133859,0.0015471348306164145,0.9867111508082038
0.7805178791615289,0.004015291575342417,0.9483599431144504
0.9832214765100671,0.0003909734368789941,0.99445615033256
0.9894095843261848,0.0012494680704548955,0.9904780796230593
0.9089928057553956,0.005949336104094982,0.9571715815322345
0.9251471825063078,0.0020534973591566086,0.9805198319703846
0.9323204419889503,0.0036064155865460634,0.9812859986366997
0.9060650887573964,0.005531219765543938,0.964976805822222
0.8975487115021998,0.003722200635820627,0.975015486693222
0.9480278422273782,0.003201390616595745,0.9773188718866791
0.7857857857857858,0.0047434368170797825,0.9259730537977913
0.8787446504992867,0.0019707300234586,0.975083313409712
0.9558441558441558,0.0007198175881057978,0.9936996447241825
0.9039204859193816,0.00441494258120656,0.9477343564529296
0.9690553745928339,0.0005579952849075198,0.9943947797840016
0.87890625,0.002067314926534891,0.9854970567697814
0.9758308157099698,0.001094991690479219,0.9846301215559897
0.9609209330505907,0.002910774201154709,0.9552152504268048
0.6611111111111111,0.015690773725509644,0.8457167103950795
0.7246835443037974,0.0019301362335681915,0.9641922119595213
0.8713692946058091,0.0029591931961476803,0.9688069165284562
0.7050147492625368,0.0023601141292601824,0.962350310572716
0.6671619613670133,0.019437141716480255,0.8058702424183679
0.7682737169517885,0.003380824578925967,0.9487713648512223
0.8961851156973109,0.003791938768699765,0.9567033453348938
0.9263657957244655,0.0007102409726940095,0.9875036359863876
0.8789499270782694,0.005819558631628752,0.9023156764395998
0.841726618705036,0.0005493917851708829,0.9818515174930157
0.9274965800273598,0.0012093287659808993,0.9871757344698315
0.6990632318501171,0.011507772840559483,0.8990191120171532
0.9433177327093084,0.0023559792898595333,0.9888904418431301
0.6480446927374302,0.0032339489553123713,0.9530679966228807
0.9191082802547771,0.003022243967279792,0.9588257368348496
0.8426966292134831,0.0006698074284940958,0.9871269273747836
0.8352504638218924,0.010199667885899544,0.9256616697173173
0.896551724137931,0.0029502457473427057,0.948331155303858
0.7532467532467533,0.0009179405751638114,0.9596268462450691
0.7118030412744388,0.009236108511686325,0.8021809634438172
0.851129363449692,0.003314629662781954,0.9615766173905443
0.868020304568528,0.0007555781630799174,0.9791979299062692
0.7605633802816901,0.0011749380500987172,0.9785792828167248
0.6561835954101147,0.017916325479745865,0.9164601877730106
0.6737160120845922,0.004698098637163639,0.9459611924225378
0.8925212718316167,0.005766109097748995,0.9353694319602298
0.8385416666666666,0.0013982558157294989,0.975317486446932
0.7547169811320755,0.0010615024948492646,0.9891796894587552
0.9238267148014441,0.004864227958023548,0.9525125280563828
0.7256857855361596,0.0048972140066325665,0.9379370296783331
0.9683110094740282,0.004730931483209133,0.9450659567997568
0.836873406966865,0.004386403597891331,0.9394115291934709
0.9205298013245033,0.0005625298363156617,0.9924769033460313
0.9465765372873964,0.0061232298612594604,0.9466945250511625
0.9913644214162349,0.00025550369173288345,0.9960253125035827
0.7628571428571429,0.0018733416218310595,0.92980043741221
0.7688932228181375,0.010851007886230946,0.9089691994041139
0.9415833973866257,0.001806299202144146,0.9742785785766493
0.9112426035502958,0.0018549485830590129,0.9701610848463739
0.6142857142857143,0.0012265319237485528,0.9847498575104098
0.789410348977136,0.004400822799652815,0.9437907275142101
0.8376068376068376,0.0026049462612718344,0.9480622336565895
0.7,0.01599855162203312,0.8755492206112147
0.7417654808959157,0.008684576489031315,0.896704708979269
0.8522727272727273,0.0006741289398632944,0.9853020791684166
1.0,2.7258171030553058e-05,0.9970335224703009
0.8660287081339713,0.0007759222062304616,0.9838167441181874
0.8081232492997199,0.012822027318179607,0.9315806872423246
0.5664690939881456,0.010892277583479881,0.8730437517573801
0.7609467455621302,0.004585643764585257,0.921672613933809
0.9228525796819665,0.024264812469482422,0.882486599254299
0.8538520604044023,0.012517535127699375,0.8821364074581409
0.802247191011236,0.0020215401891618967,0.9618679538128097
0.740041928721174,0.0027418865356594324,0.9741222875619777
0.8363131935881628,0.012050572782754898,0.8963670591284917
0.7292225201072386,0.0023541280534118414,0.9559120572845383
0.8137254901960784,0.0008493794593960047,0.9765574635900919
0.926530612244898,0.00046952691627666354,0.9920578704511636
0.6695842450765864,0.0033258404582738876,0.947334057113291
0.9530791788856305,0.004343037027865648,0.9811304888657522
0.914914914914915,0.005949285812675953,0.9264500143219022
0.9787704555506413,0.0014407946728169918,0.9795778565539914
0.9286235852500913,0.009018600918352604,0.9262697530920913
0.9822591511340669,0.001927421079017222,0.9654764102140436
0.8114901256732495,0.002353477291762829,0.9595170161404394
1.0,5.6213753850897774e-05,0.9962681477460749
0.7445652173913043,0.0020363302901387215,0.9599352525586249
0.9757942511346445,0.003342405427247286,0.9569319235589252
0.9467592592592593,0.0005551983485929668,0.9849262882074701
0.9044307058217413,0.00858608353883028,0.9073718116469849
0.7397454031117398,0.004187481012195349,0.9256372873998103
0.6280623608017817,0.003713482990860939,0.9269323096531252
0.7714285714285715,0.0008057606755755842,0.9711021273532897
0.8895027624309392,0.004848456010222435,0.9546275561110671
0.8571428571428571,0.0021411667112261057,0.971282877083744
0.8476621417797888,0.0023726392537355423,0.9708169717524848
0.9159049360146252,0.001076816115528345,0.9900881533486166
0.8785158587672053,0.00478440523147583,0.9435866540862305
0.934044233807267,0.003858033334836364,0.9442807121049502
0.5856697819314641,0.00925490353256464,0.8550138790784546
0.9636671686746988,0.004243404604494572,0.9723725562934041
0.5623242736644799,0.009861433878540993,0.8882837382642031
0.9155948553054662,0.0024520019069314003,0.9668526532169115
0.6988950276243094,0.004943470470607281,0.9363461983545651
0.7525562372188139,0.0052463943138718605,0.9406326030346251
0.9437904649793997,0.004438092932105064,0.939053804452745
0.7757685352622061,0.0028276550583541393,0.9676759563017456
0.7520288548241659,0.012703975662589073,0.8505748896047284
0.9194352159468439,0.002168919425457716,0.984774034300385
0.9696969696969697,0.00446984963491559,0.9396058626591905
0.6510416666666666,0.010654255747795105,0.8408411144645465
0.8768115942028986,0.00627211993560195,0.9400961493541937
0.9035139964264444,0.003936846274882555,0.9546253245483308
0.9436776491540516,0.0060001760721206665,0.8888376531352171
0.9068825910931174,0.0006824841257184744,0.9880871348324337
0.8183856502242153,0.0017632362432777882,0.9859260217613163
0.44294655753490614,0.027140744030475616,0.6832998273086969
0.9665905197030269,0.0026384820230305195,0.99130122679734
0.9454958364875095,0.0017420966178178787,0.9789642435860924
0.8470588235294118,0.0016570487059652805,0.9744856352714255
0.675052966101695,0.02696579322218895,0.808807606360137
0.8315789473684211,0.0037403739988803864,0.9610066296440183
0.9804311267390308,0.003485935041680932,0.966725673218871
0.7404255319148936,0.001482650637626648,0.9693002661259288
0.904,0.0008108667097985744,0.9866509323345505
0.9119170984455959,0.005162193439900875,0.9202380564918412
0.9237209302325582,0.0018565284553915262,0.9788547187812385
0.8995624502784407,0.011150078848004341,0.9416985638525404
0.9861548143486469,0.0005150365177541971,0.989350888349705
0.9960886571056062,0.00030195750878192484,0.992018383522866
0.6005747126436781,0.003201404819265008,0.9511486430800148
0.8691860465116279,0.0009846494067460299,0.9831859655565651
0.8885969521807672,0.014052304439246655,0.8423145377521288
0.7743362831858407,0.0024871635250747204,0.9585904944043234
0.9204545454545454,0.0002710303815547377,0.9942232175470351
0.8343558282208589,0.0013670037733390927,0.9715751623018539
0.8359621451104101,0.004668588284403086,0.9621809618770677
0.9454032345598611,0.011337782256305218,0.9119831420759827
0.9596480582524272,0.0029026197735220194,0.9550186605849149
0.6666666666666666,0.0008860180387273431,0.986860435221729
0.7105549510337323,0.005842180456966162,0.9141100804323015
0.9431818181818182,0.0002688881941139698,0.9947300899972777
0.8738589211618257,0.0034526721574366093,0.9659049000990242
0.6483757682177349,0.016851376742124557,0.8618737135961267
0.7880324543610547,0.004590097349137068,0.9519267691271454
0.951067615658363,0.003979124128818512,0.9673762266496517
0.9624016321772079,0.0031466924119740725,0.9877615389643881
0.8620013080444735,0.004964067135006189,0.9180099541133779
0.6154521510096576,0.009748796932399273,0.8861661332401555
0.5349019607843137,0.013873101212084293,0.8244888655658003
0.8094098883572568,0.004960402846336365,0.953162006927444
0.8056537102473498,0.0051840608939528465,0.9323718461476341
0.9583333333333334,5.8207562688039616e-05,0.9989258319222526
0.9591365958147965,0.005864335224032402,0.971298779848293
0.8313253012048193,0.00131648825481534,0.981510548001535
0.7817679558011049,0.001799822086468339,0.977024957188561
0.8424068767908309,0.0011503284331411123,0.9877596427722526
0.5327380952380952,0.0071200416423380375,0.8836902286711841
0.9778911564625851,0.0003731308097485453,0.9940275993968549
0.9453283193520393,0.004491965286433697,0.9499809160450695
0.6282051282051282,0.003129124641418457,0.9630961416763054
0.7580487804878049,0.01094458531588316,0.8923358651015334
0.5981201936770151,0.031104177236557007,0.7838196116754642
0.9157303370786517,0.00036704118247143924,0.9904615992341066
0.7408759124087592,0.0016824179328978062,0.9766243215080801
0.7443708609271523,0.004345030058175325,0.9654488719769043
0.7942708333333334,0.0016787215135991573,0.9748607232921387
0.9266666666666666,0.0002893446071539074,0.9969336918427683
0.9682107175295186,0.0010981466621160507,0.9865239127636571
